locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SGL_RS10645,SGL_RS10645,NC_000911.1,sll1178,1856070,1857917,-,carbamoyltransferase,"Post-translational modification, protein turnover, and chaperones",,Op2360
SGL_RS10650,SGL_RS10650,NC_000911.1,slr1266,1858047,1858604,+,DUF2808 domain-containing protein,Function unknown,,Op414
SGL_RS10655,SGL_RS10655,NC_000911.1,slr1267,1858609,1859790,+,FtsW/RodA/SpoVE family cell cycle protein,"Cell cycle control, cell division, chromosome partitioning",,Op414
SGL_RS10660,ggt,NC_000911.1,slr1269,1859816,1861372,+,gamma-glutamyltransferase,Amino acid transport and metabolism,,Op414
SGL_RS10665,SGL_RS10665,NC_000911.1,slr1270,1861469,1863049,+,TolC family protein,Cell wall/membrane/envelope biogenesis,,Op2562
SGL_RS10670,SGL_RS10670,NC_000911.1,slr1271,1863247,1863987,+,WecB/TagA/CpsF family glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op671
SGL_RS20030,SGL_RS20030,NC_000911.1,,1864239,1865003,+,iron uptake porin,Cell wall/membrane/envelope biogenesis,,
SGL_RS10680,SGL_RS10680,NC_000911.1,slr1273,1865033,1865473,+,hypothetical protein,No COG annotation,A0A6P1VGQ0_9SYNC,Op268
SGL_RS10685,pilM,NC_000911.1,slr1274,1865658,1866761,+,type IV pilus assembly protein PilM,Cell motility,A0A6P1VKJ6_9SYNC,Op1074
SGL_RS10690,SGL_RS10690,NC_000911.1,slr1275,1866843,1867697,+,PilN domain-containing protein,Cell motility,,Op1818
SGL_RS10695,SGL_RS10695,NC_000911.1,slr1276,1867737,1868564,+,pilus assembly protein,Cell motility,,Op1818
SGL_RS10700,SGL_RS10700,NC_000911.1,slr1277,1868660,1871002,+,type IV pilus secretin PilQ,Cell motility,,Op523
SGL_RS10705,SGL_RS10705,NC_000911.1,sll1174,1871011,1871835,-,FkbM family methyltransferase,"Cell cycle control, cell division, chromosome partitioning",,Op161
SGL_RS10710,SGL_RS10710,NC_000911.1,sll1173,1871855,1872589,-,FkbM family methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op161
SGL_RS10715,tilS,NC_000911.1,slr1278,1872656,1873648,+,tRNA lysidine(34) synthetase TilS,"Translation, ribosomal structure and biogenesis",,Op978
SGL_RS10720,thrC,NC_000911.1,sll1172,1873698,1874846,-,threonine synthase,Amino acid transport and metabolism,A0A6P1VI65_9SYNC,Op1731
SGL_RS10725,ndhC,NC_000911.1,slr1279,1875129,1875491,+,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit C,Energy production and conversion,,Op2372
SGL_RS10730,ndhK,NC_000911.1,slr1280,1875563,1876309,+,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit K,Energy production and conversion,,Op900
SGL_RS10735,SGL_RS10735,NC_000911.1,slr1281,1876302,1876841,+,NAD(P)H-quinone oxidoreductase subunit J,Energy production and conversion,,Op900
SGL_RS18900,SGL_RS18900,NC_000911.1,,1877208,1878055,+,IS630 family transposase,No COG annotation,,
SGL_RS10750,SGL_RS10750,NC_000911.1,sll1170,1878099,1879682,-,diguanylate cyclase,Signal transduction mechanisms,,Op952
SGL_RS10755,SGL_RS10755,NC_000911.1,sll1169,1879983,1880699,-,Crp/Fnr family transcriptional regulator,Transcription,,Op1708
SGL_RS10760,SGL_RS10760,NC_000911.1,slr1285,1881938,1883311,+,HAMP domain-containing sensor histidine kinase,Signal transduction mechanisms,,Op1175
SGL_RS10765,SGL_RS10765,NC_000911.1,sll1167,1883329,1884624,-,serine hydrolase domain-containing protein,Defense mechanisms,,Op2677
SGL_RS10770,SGL_RS10770,NC_000911.1,ssr2130,1884739,1884927,+,hypothetical protein,No COG annotation,,Op835
SGL_RS10775,SGL_RS10775,NC_000911.1,slr1287,1885136,1886146,+,DUF3326 domain-containing protein,Function unknown,,Op1580
SGL_RS10780,SGL_RS10780,NC_000911.1,slr1288,1886153,1886737,+,type II CAAX endopeptidase family protein,Function unknown,,Op1580
SGL_RS10785,SGL_RS10785,NC_000911.1,sll1166,1887159,1888262,-,AI-2E family transporter,Function unknown,,Op260
SGL_RS10790,SGL_RS10790,NC_000911.1,sll1447,1888398,1888778,-,DUF4359 domain-containing protein,Function unknown,,Op840
SGL_RS10795,SGL_RS10795,NC_000911.1,sll1446,1888778,1889740,-,pentapeptide repeat-containing protein,Function unknown,A0A6P1VGY6_9SYNC,Op840
SGL_RS10800,leuD,NC_000911.1,sll1444,1889872,1890474,-,3-isopropylmalate dehydratase small subunit,Amino acid transport and metabolism,A0A6P1VGR7_9SYNC,Op1484
SGL_RS10805,pyrG,NC_000911.1,sll1443,1890461,1892119,-,CTP synthase (glutamine hydrolyzing),Nucleotide transport and metabolism,,Op1484
SGL_RS10810,SGL_RS10810,NC_000911.1,,1892213,1892500,-,DUF4926 domain-containing protein,No COG annotation,,
SGL_RS10815,SGL_RS10815,NC_000911.1,sll1442,1892478,1892825,-,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,Op399
SGL_RS10820,SGL_RS10820,NC_000911.1,slr1529,1892918,1895425,+,sigma 54-interacting transcriptional regulator,Energy production and conversion,,Op1181
SGL_RS10825,SGL_RS10825,NC_000911.1,sll1441,1895520,1896599,-,fatty acid desaturase,Lipid transport and metabolism,,Op1931
SGL_RS10830,pdxH,NC_000911.1,sll1440,1896869,1897513,-,pyridoxamine 5'-phosphate oxidase,Coenzyme transport and metabolism,,Op2532
SGL_RS10835,SGL_RS10835,NC_000911.1,slr1530,1897570,1898412,+,segregation/condensation protein A,"Cell cycle control, cell division, chromosome partitioning",,Op542
SGL_RS10840,SGL_RS10840,NC_000911.1,sll1439,1898437,1899240,-,hypothetical protein,Transcription,,Op961
SGL_RS10845,SGL_RS10845,NC_000911.1,,1899233,1899481,-,YgiT-type zinc finger protein,No COG annotation,,
SGL_RS10850,ffh,NC_000911.1,slr1531,1899700,1901148,+,signal recognition particle protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1712
SGL_RS18905,SGL_RS18905,NC_000911.1,,1901385,1901963,-,IS630 family transposase,"Replication, recombination and repair",,
SGL_RS19895,SGL_RS19895,NC_000911.1,,1901873,1902232,-,IS630 transposase-related protein,No COG annotation,,
SGL_RS10865,gatB,NC_000911.1,sll1435,1902437,1903924,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,"Translation, ribosomal structure and biogenesis",,Op2289
SGL_RS10870,SGL_RS10870,NC_000911.1,sll1434,1904025,1905977,-,penicillin-binding protein 1A,Cell wall/membrane/envelope biogenesis,,Op1144
SGL_RS10875,SGL_RS10875,NC_000911.1,sll1433,1906170,1907744,-,NAD(P)H-hydrate dehydratase,Carbohydrate transport and metabolism,,Op604
SGL_RS10880,hypB,NC_000911.1,sll1432,1907764,1908621,-,hydrogenase nickel incorporation protein HypB,Transcription,,Op604
SGL_RS10885,SGL_RS10885,NC_000911.1,slr1533,1908804,1909151,+,hypothetical protein,No COG annotation,,Op128
SGL_RS10890,SGL_RS10890,NC_000911.1,slr1534,1909190,1910095,+,LD-carboxypeptidase,Defense mechanisms,,Op128
SGL_RS10895,SGL_RS10895,NC_000911.1,slr1152,1910499,1911494,+,pentapeptide repeat-containing protein,Function unknown,,Op415
SGL_RS10900,SGL_RS10900,NC_000911.1,ssl2162,1911570,1911761,-,hypothetical protein,No COG annotation,,Op1943
SGL_RS10905,SGL_RS10905,NC_000911.1,sll1104,1911896,1912714,-,transporter substrate-binding domain-containing protein,Amino acid transport and metabolism,,Op675
SGL_RS10910,SGL_RS10910,NC_000911.1,sll1103,1912776,1914113,-,TRAP transporter large permease subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,Op675
SGL_RS10915,SGL_RS10915,NC_000911.1,sll1102,1914113,1914652,-,TRAP transporter small permease subunit,"Secondary metabolites biosynthesis, transport, and catabolism",,Op675
SGL_RS10920,rpsJ,NC_000911.1,sll1101,1914818,1915135,-,30S ribosomal protein S10,"Translation, ribosomal structure and biogenesis",A0A6P1VKG9_9SYNC,Op524
SGL_RS10925,tuf,NC_000911.1,sll1099,1915274,1916473,-,elongation factor Tu,"Translation, ribosomal structure and biogenesis",A0A6P1VI85_9SYNC,Op2033
SGL_RS10930,fusA,NC_000911.1,sll1098,1916533,1918608,-,elongation factor G,"Translation, ribosomal structure and biogenesis",,Op2293
SGL_RS10935,rpsG,NC_000911.1,sll1097,1918815,1919285,-,30S ribosomal protein S7,"Translation, ribosomal structure and biogenesis",A0A6P1VJE2_9SYNC,Op306
SGL_RS10940,rpsL,NC_000911.1,sll1096,1919436,1919816,-,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",A0A068N532_SYNY4,Op1094
SGL_RS10940,rpsL,NC_000911.1,sll1096,1919436,1919816,-,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",A0A6P1VFZ0_9SYNC,Op1094
SGL_RS10945,SGL_RS10945,NC_000911.1,sll1095,1919913,1920548,-,TIGR04282 family arsenosugar biosynthesis glycosyltransferase,Function unknown,,Op1849
SGL_RS10950,purD,NC_000911.1,slr1159,1920660,1921919,+,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,,Op1139
SGL_RS10955,SGL_RS10955,NC_000911.1,slr1160,1922124,1922738,+,hypothetical protein,No COG annotation,,Op165
SGL_RS10960,SGL_RS10960,NC_000911.1,ssl2153,1922791,1923114,-,RpiB/LacA/LacB family sugar-phosphate isomerase,Carbohydrate transport and metabolism,A0A6P1VHR7_9SYNC,Op1739
SGL_RS19900,SGL_RS19900,NC_000911.1,,1923170,1923472,-,transposase,"Replication, recombination and repair",,
SGL_RS19905,SGL_RS19905,NC_000911.1,,1923625,1923897,-,hypothetical protein,No COG annotation,,
SGL_RS10975,SGL_RS10975,NC_000911.1,slr1161,1924251,1924850,+,nucleoside deaminase,No COG annotation,,Op693
SGL_RS10980,SGL_RS10980,NC_000911.1,slr1162,1924999,1925943,+,hypothetical protein,No COG annotation,,Op1467
SGL_RS10985,SGL_RS10985,NC_000911.1,slr1163,1926030,1927700,+,carbohydrate porin,Cell wall/membrane/envelope biogenesis,,Op1095
SGL_RS10990,SGL_RS10990,NC_000911.1,ssl2148,1927725,1928021,-,hypothetical protein,No COG annotation,,Op1851
SGL_RS10995,SGL_RS10995,NC_000911.1,slr1164,1928323,1930626,+,ribonucleoside-diphosphate reductase subunit alpha,Nucleotide transport and metabolism,,Op2485
SGL_RS11000,sat,NC_000911.1,slr1165,1931139,1932311,+,sulfate adenylyltransferase,Inorganic ion transport and metabolism,,Op552
SGL_RS11005,SGL_RS11005,NC_000911.1,slr1166,1932354,1933418,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op1022
SGL_RS11010,SGL_RS11010,NC_000911.1,sll1092,1933468,1933854,-,type II toxin-antitoxin system VapC family toxin,Function unknown,,Op228
SGL_RS11015,SGL_RS11015,NC_000911.1,ssl2138,1933854,1934060,-,DUF2281 domain-containing protein,No COG annotation,,Op228
SGL_RS11020,chlP,NC_000911.1,sll1091,1934307,1935530,-,geranylgeranyl reductase,Energy production and conversion,,Op1788
SGL_RS11025,SGL_RS11025,NC_000911.1,slr1167,1935912,1937069,+,oxidoreductase,Energy production and conversion,,Op496
SGL_RS11030,SGL_RS11030,NC_000911.1,slr1168,1937086,1937397,+,DUF433 domain-containing protein,No COG annotation,,Op496
SGL_RS11035,SGL_RS11035,NC_000911.1,slr1169,1937474,1938310,+,LapA family protein,No COG annotation,,Op2573
SGL_RS11040,SGL_RS11040,NC_000911.1,slr1170,1938429,1938782,+,TMEM165/GDT1 family protein,Function unknown,,Op696
SGL_RS11045,SGL_RS11045,NC_000911.1,slr1171,1938985,1939494,+,glutathione peroxidase,"Post-translational modification, protein turnover, and chaperones",,Op1472
SGL_RS11050,SGL_RS11050,NC_000911.1,,1939521,1939781,+,DUF3493 domain-containing protein,Function unknown,,
SGL_RS11055,SGL_RS11055,NC_000911.1,sll1089,1939865,1940506,-,hypothetical protein,No COG annotation,,Op2430
SGL_RS11060,SGL_RS11060,NC_000911.1,sll1087,1940549,1942087,-,sodium:solute symporter,Amino acid transport and metabolism,,Op47
SGL_RS11065,SGL_RS11065,NC_000911.1,sll1086,1942234,1942701,-,hypothetical protein,Cell motility,,Op493
SGL_RS11070,SGL_RS11070,NC_000911.1,slr1173,1942923,1944314,+,DUF2330 domain-containing protein,Function unknown,,Op896
SGL_RS19610,SGL_RS19610,NC_000911.1,,1944345,1944521,+,hypothetical protein,No COG annotation,,
SGL_RS11075,SGL_RS11075,NC_000911.1,slr1174,1944586,1945374,+,ABC-2 family transporter protein,Function unknown,,Op652
SGL_RS11080,glpD,NC_000911.1,sll1085,1945518,1947179,-,glycerol-3-phosphate dehydrogenase,Nucleotide transport and metabolism,,Op1992
SGL_RS11085,ggpS,NC_000911.1,sll1566,1947325,1948824,-,glucosylglycerol-phosphate synthase,Nucleotide transport and metabolism,,Op2311
SGL_RS20205,ggpR,NC_000911.1,,1949100,1949372,-,glucosylglycerol biosynthesis transcriptional repressor GgpR,No COG annotation,,
SGL_RS11090,gghA,NC_000911.1,slr1670,1949613,1952270,+,glucosylglycerol hydrolase,Carbohydrate transport and metabolism,,Op1278
SGL_RS11095,glpK,NC_000911.1,slr1672,1952323,1953810,+,glycerol kinase GlpK,Nucleotide transport and metabolism,,Op329
SGL_RS11100,SGL_RS11100,NC_000911.1,slr1673,1953791,1954615,+,RNA methyltransferase,"Translation, ribosomal structure and biogenesis",,Op329
SGL_RS11105,SGL_RS11105,NC_000911.1,slr1674,1954721,1955071,+,DUF760 domain-containing protein,Function unknown,A0A6P1VKP5_9SYNC,Op2307
SGL_RS11110,hypA,NC_000911.1,slr1675,1955221,1955562,+,hydrogenase maturation nickel metallochaperone HypA,Function unknown,,Op1117
SGL_RS11115,SGL_RS11115,NC_000911.1,slr1676,1955690,1956181,+,DUF4079 domain-containing protein,Function unknown,,Op1876
SGL_RS11120,SGL_RS11120,NC_000911.1,slr1677,1956194,1957486,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op2107
SGL_RS11125,rplU,NC_000911.1,slr1678,1957758,1958132,+,50S ribosomal protein L21,"Translation, ribosomal structure and biogenesis",,Op2518
SGL_RS11130,rpmA,NC_000911.1,ssr2799,1958240,1958503,+,50S ribosomal protein L27,"Translation, ribosomal structure and biogenesis",,Op184
SGL_RS11135,ddpX,NC_000911.1,slr1679,1958582,1959325,+,D-alanyl-D-alanine dipeptidase DdpX,Cell wall/membrane/envelope biogenesis,,Op609
SGL_RS11140,cimA,NC_000911.1,sll1564,1959436,1961079,-,citramalate synthase,Amino acid transport and metabolism,,Op1008
SGL_RS11145,SGL_RS11145,NC_000911.1,ssr2802,1961439,1961600,+,ABC transporter,No COG annotation,,Op1761
SGL_RS19910,SGL_RS19910,NC_000911.1,,1961685,1962068,+,DUF29 domain-containing protein,No COG annotation,,
SGL_RS11155,SGL_RS11155,NC_000911.1,ssr2806,1962366,1962545,+,hypothetical protein,No COG annotation,,Op2608
SGL_RS11160,SGL_RS11160,NC_000911.1,sll1563,1962705,1965467,-,ParA family protein,No COG annotation,,Op742
SGL_RS11165,SGL_RS11165,NC_000911.1,sll1562,1965485,1965949,-,hypothetical protein,No COG annotation,,Op742
SGL_RS11170,pruA,NC_000911.1,sll1561,1966146,1969118,-,L-glutamate gamma-semialdehyde dehydrogenase,Energy production and conversion,,Op2198
SGL_RS11175,SGL_RS11175,NC_000911.1,slr1681,1969468,1970430,+,hypothetical protein,No COG annotation,,Op157
SGL_RS11180,SGL_RS11180,NC_000911.1,slr1682,1970581,1970988,+,transposase,No COG annotation,,Op980
SGL_RS11185,SGL_RS11185,NC_000911.1,sll1560,1970952,1971968,-,IS4-like element IS4Sa family transposase,No COG annotation,,Op1732
SGL_RS11190,SGL_RS11190,NC_000911.1,slr1683,1972061,1972549,+,IS701 family transposase,"Replication, recombination and repair",,Op584
SGL_RS19230,SGL_RS19230,NC_000911.1,,1972561,1973061,+,transposase,No COG annotation,,
SGL_RS18925,SGL_RS18925,NC_000911.1,,1973118,1973390,+,IS1 family transposase,No COG annotation,,
SGL_RS11200,SGL_RS11200,NC_000911.1,sll1559,1973611,1974765,-,alanine--glyoxylate aminotransferase family protein,Amino acid transport and metabolism,,Op1585
SGL_RS11205,SGL_RS11205,NC_000911.1,slr1686,1975056,1975481,+,FHA domain-containing protein,Signal transduction mechanisms,,Op2186
SGL_RS11210,SGL_RS11210,NC_000911.1,ssl3044,1975575,1975874,-,2Fe-2S iron-sulfur cluster-binding protein,Energy production and conversion,A0A6P1VF45_9SYNC,Op2354
SGL_RS11215,SGL_RS11215,NC_000911.1,slr1687,1976019,1976720,+,HEAT repeat domain-containing protein,Energy production and conversion,,Op2568
SGL_RS11220,SGL_RS11220,NC_000911.1,sll1558,1976799,1977965,-,NDP-sugar synthase,Nucleotide transport and metabolism,A0A6P1VIC6_9SYNC,Op1848
SGL_RS11225,SGL_RS11225,NC_000911.1,sll1557,1978131,1979039,-,CoA-binding protein,Energy production and conversion,,Op1225
SGL_RS11230,fni,NC_000911.1,sll1556,1979144,1980193,-,type 2 isopentenyl-diphosphate Delta-isomerase,Energy production and conversion,,Op1220
SGL_RS11235,SGL_RS11235,NC_000911.1,sll1555,1980365,1981471,-,hybrid sensor histidine kinase/response regulator,Signal transduction mechanisms,,Op1964
SGL_RS11240,SGL_RS11240,NC_000911.1,ssr2831,1982049,1982273,+,photosystem I reaction center subunit IV,Function unknown,A0A6P1VKR4_9SYNC,Op1919
SGL_RS11245,SGL_RS11245,NC_000911.1,slr1689,1982308,1983171,+,DNA-formamidopyrimidine glycosylase,"Replication, recombination and repair",,Op1919
SGL_RS11250,SGL_RS11250,NC_000911.1,slr1690,1983204,1983932,+,NUDIX domain-containing protein,Nucleotide transport and metabolism,,Op1919
SGL_RS11255,SGL_RS11255,NC_000911.1,slr1691,1983982,1985658,+,NAD+ synthase,Nucleotide transport and metabolism,,Op2252
SGL_RS11260,SGL_RS11260,NC_000911.1,slr1692,1985874,1986872,+,EAL domain-containing protein,Signal transduction mechanisms,A0A6P1VII4_9SYNC,Op697
SGL_RS11265,SGL_RS11265,NC_000911.1,slr1693,1987100,1988242,+,response regulator,Signal transduction mechanisms,,Op1653
SGL_RS11270,SGL_RS11270,NC_000911.1,slr1694,1988385,1988837,+,BLUF domain-containing protein,No COG annotation,,Op48
SGL_RS11275,pheT,NC_000911.1,sll1553,1988834,1991266,-,phenylalanine--tRNA ligase subunit beta,"Translation, ribosomal structure and biogenesis",,Op719
SGL_RS11280,SGL_RS11280,NC_000911.1,slr1697,1991550,1993274,+,serine/threonine-protein kinase,Transcription,,Op2643
SGL_RS11285,SGL_RS11285,NC_000911.1,sll0921,1993377,1994045,-,response regulator transcription factor,Transcription,,Op1525
SGL_RS11290,ppc,NC_000911.1,sll0920,1994147,1997251,-,phosphoenolpyruvate carboxylase,Energy production and conversion,,Op2343
SGL_RS11295,SGL_RS11295,NC_000911.1,slr1004,1997497,1997790,-,hypothetical protein,No COG annotation,,Op1771
SGL_RS11300,SGL_RS11300,NC_000911.1,slr0935,1997993,1998451,+,NfeD family protein,"Post-translational modification, protein turnover, and chaperones",,Op34
SGL_RS11305,nadC,NC_000911.1,slr0936,1998460,1999347,+,carboxylating nicotinate-nucleotide diphosphorylase,Nucleotide transport and metabolism,,Op34
SGL_RS11310,SGL_RS11310,NC_000911.1,slr0937,1999477,2000730,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op1643
SGL_RS11315,SGL_RS11315,NC_000911.1,slr0938,2000815,2002194,+,Mur ligase family protein,Cell wall/membrane/envelope biogenesis,,Op331
SGL_RS11320,SGL_RS11320,NC_000911.1,sll0916,2002241,2002894,-,precorrin-8X methylmutase,Coenzyme transport and metabolism,,Op1381
SGL_RS11325,SGL_RS11325,NC_000911.1,sll0915,2002891,2004465,-,pitrilysin family protein,Function unknown,,Op1381
SGL_RS11330,zds,NC_000911.1,slr0940,2004626,2006095,+,9%2C9'-di-cis-zeta-carotene desaturase,Function unknown,,Op422
SGL_RS11335,SGL_RS11335,NC_000911.1,slr0941,2006120,2006563,+,SRPBCC family protein,Function unknown,,Op422
SGL_RS11340,SGL_RS11340,NC_000911.1,slr0942,2006851,2007807,+,aldo/keto reductase,Function unknown,,Op1625
SGL_RS11345,SGL_RS11345,NC_000911.1,slr0943,2007850,2008752,+,fructose bisphosphate aldolase,Nucleotide transport and metabolism,,Op799
SGL_RS11350,SGL_RS11350,NC_000911.1,sll0914,2008874,2010004,-,SGNH/GDSL hydrolase family protein,Amino acid transport and metabolism,,Op1538
SGL_RS11355,acr3,NC_000911.1,slr0944,2010218,2011369,+,arsenite efflux transporter Acr3,"Intracellular trafficking, secretion, and vesicular transport",A0A6P1VJN9_9SYNC,Op2241
SGL_RS11360,arsH,NC_000911.1,slr0945,2011521,2012141,+,arsenical resistance protein ArsH,Function unknown,,Op212
SGL_RS11365,SGL_RS11365,NC_000911.1,slr0946,2012231,2012626,+,thioredoxin-dependent arsenate reductase,Signal transduction mechanisms,A0A6P1VK28_9SYNC,Op1938
SGL_RS11370,SGL_RS11370,NC_000911.1,slr0947,2012754,2013485,+,response regulator transcription factor,Signal transduction mechanisms,A0A6P1VN38_9SYNC,Op2274
SGL_RS11370,SGL_RS11370,NC_000911.1,slr0947,2012754,2013485,+,response regulator transcription factor,Signal transduction mechanisms,A0A068MYG5_SYNY4,Op2274
SGL_RS11375,SGL_RS11375,NC_000911.1,slr0948,2013538,2014185,+,cofactor assembly of complex C subunit B,Signal transduction mechanisms,,Op921
SGL_RS11380,SGL_RS11380,NC_000911.1,sll0913,2014182,2014787,-,Uma2 family endonuclease,Function unknown,,Op2129
SGL_RS11385,SGL_RS11385,NC_000911.1,sll0912,2014908,2016818,-,ABC-F family ATP-binding cassette domain-containing protein,Function unknown,,Op670
SGL_RS11390,SGL_RS11390,NC_000911.1,slr0949,2017104,2017964,+,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,,Op910
SGL_RS11395,SGL_RS11395,NC_000911.1,slr0950,2017964,2018788,+,TlyA family RNA methyltransferase,"Translation, ribosomal structure and biogenesis",,Op910
SGL_RS11400,SGL_RS11400,NC_000911.1,sll0911,2018851,2019237,-,hypothetical protein,No COG annotation,,Op332
SGL_RS11405,SGL_RS11405,NC_000911.1,sll0910,2019253,2020344,-,tetratricopeptide repeat protein,No COG annotation,,Op332
SGL_RS11410,SGL_RS11410,NC_000911.1,sll0909,2020349,2021035,-,DnaJ family molecular chaperone,No COG annotation,,Op332
SGL_RS11415,ispD,NC_000911.1,slr0951,2021252,2021944,+,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,,Op55
SGL_RS11420,fbp,NC_000911.1,slr0952,2022028,2023071,+,class 1 fructose-bisphosphatase,Carbohydrate transport and metabolism,,Op711
SGL_RS11425,SGL_RS11425,NC_000911.1,slr0953,2023278,2024012,+,sucrose-phosphate phosphatase,Function unknown,Q7BII3_9SYNC,Op2076
SGL_RS11430,SGL_RS11430,NC_000911.1,ssr1600,2024126,2024476,+,STAS domain-containing protein,Signal transduction mechanisms,,Op2283
SGL_RS11435,SGL_RS11435,NC_000911.1,slr0954,2024549,2024980,+,Mini-ribonuclease 3,"Translation, ribosomal structure and biogenesis",,Op1855
SGL_RS11440,rlmB,NC_000911.1,slr0955,2024993,2026147,+,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,"Translation, ribosomal structure and biogenesis",,Op1855
SGL_RS11445,SGL_RS11445,NC_000911.1,slr0957,2026227,2026538,+,DUF1816 domain-containing protein,Signal transduction mechanisms,,Op680
SGL_RS11450,cysS,NC_000911.1,slr0958,2026675,2028126,+,cysteine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op267
SGL_RS11455,SGL_RS11455,NC_000911.1,sll0905,2028157,2028744,-,Maf family nucleotide pyrophosphatase,"Cell cycle control, cell division, chromosome partitioning",,Op1831
SGL_RS11460,SGL_RS11460,NC_000911.1,slr0959,2028898,2030421,+,type II CAAX endopeptidase family protein,Function unknown,,Op533
SGL_RS11465,SGL_RS11465,NC_000911.1,slr0960,2030534,2030974,+,hypothetical protein,No COG annotation,,Op176
SGL_RS11470,SGL_RS11470,NC_000911.1,sll1541,2031001,2032473,-,carotenoid oxygenase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op983
SGL_RS11475,clpS,NC_000911.1,ssr2723,2032604,2032891,+,ATP-dependent Clp protease adapter ClpS,Function unknown,,Op1737
SGL_RS11480,SGL_RS11480,NC_000911.1,sll1540,2032951,2034123,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op2377
SGL_RS11485,SGL_RS11485,NC_000911.1,slr1622,2034294,2034803,+,inorganic diphosphatase,Energy production and conversion,A0A6P1VK32_9SYNC,Op916
SGL_RS11490,SGL_RS11490,NC_000911.1,slr1623,2035067,2035432,+,NAD(P)H-quinone oxidoreductase subunit M,Energy production and conversion,A0A6P1VHH9_9SYNC,Op2103
SGL_RS11495,SGL_RS11495,NC_000911.1,slr1624,2035474,2036850,+,Ig-like domain-containing protein,No COG annotation,,Op2017
SGL_RS11500,SGL_RS11500,NC_000911.1,sll1538,2036911,2038527,-,glycoside hydrolase family 3 N-terminal domain-containing protein,Carbohydrate transport and metabolism,,Op2365
SGL_RS11505,SGL_RS11505,NC_000911.1,sll1537,2038644,2039063,-,NUDIX domain-containing protein,Nucleotide transport and metabolism,,Op844
SGL_RS11510,folB,NC_000911.1,slr1626,2039078,2039530,+,dihydroneopterin aldolase,Coenzyme transport and metabolism,,Op1195
SGL_RS11515,SGL_RS11515,NC_000911.1,slr1627,2039541,2040161,+,LysE family transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op1195
SGL_RS11520,moeB,NC_000911.1,sll1536,2040280,2041458,-,molybdopterin-synthase adenylyltransferase MoeB,Coenzyme transport and metabolism,,Op1717
SGL_RS11525,SGL_RS11525,NC_000911.1,slr1628,2041594,2041998,+,DUF2237 family protein,Function unknown,,Op158
SGL_RS11530,SGL_RS11530,NC_000911.1,slr1629,2041999,2042982,+,RluA family pseudouridine synthase,"Translation, ribosomal structure and biogenesis",,Op158
SGL_RS11535,SGL_RS11535,NC_000911.1,sll1535,2043107,2043838,-,sugar transferase,Cell wall/membrane/envelope biogenesis,A0A6P1VJR3_9SYNC,Op447
SGL_RS11540,SGL_RS11540,NC_000911.1,sll1534,2043938,2045074,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op699
SGL_RS11545,SGL_RS11545,NC_000911.1,sll1533,2045078,2046364,-,type IV pilus twitching motility protein PilT,Cell motility,,Op699
SGL_RS11550,SGL_RS11550,NC_000911.1,slr1634,2046961,2047335,+,hypothetical protein,No COG annotation,,Op2051
SGL_RS11555,SGL_RS11555,NC_000911.1,sll1532,2047495,2048130,-,hypothetical protein,No COG annotation,A0A6P1VFA2_9SYNC,Op1159
SGL_RS11560,SGL_RS11560,NC_000911.1,ssl2982,2048144,2048374,-,DNA-directed RNA polymerase subunit omega,Transcription,A0A6P1VII5_9SYNC,Op1159
SGL_RS11565,SGL_RS11565,NC_000911.1,slr1635,2048497,2049513,+,IS4-like element IS4Sa family transposase,No COG annotation,Q54AG6_9SYNC,Op997
SGL_RS11570,SGL_RS11570,NC_000911.1,,2049744,2050130,+,DUF309 domain-containing protein,Function unknown,,
SGL_RS11580,SGL_RS11580,NC_000911.1,slr1638,2050496,2050819,+,DUF760 domain-containing protein,Function unknown,A0A6P1VH88_9SYNC,Op205
SGL_RS11585,smpB,NC_000911.1,slr1639,2050948,2051412,+,SsrA-binding protein SmpB,"Translation, ribosomal structure and biogenesis",A0A6P1VH13_9SYNC,Op307
